Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Price EUR,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Форма (product.metafields.custom.application_form),За кого (product.metafields.custom.target_audience),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Ducray Kelual DS Intensive Третиращ шампоан против тежък пърхот и сърбеж 100мл,ducray-kelual-ds-intensive-tretirasht-shampoan-protiv-tezhyk-pyrhot-i-syrbezh-100ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>Ducray Kelual DS Intensive Anti-Dandruff интензивен шампоан е специално разработен за тежки рецидивиращи състояния на пърхот със сърбеж и зачервявания на скалпа. Дълготрайно елиминира пърхота и бързо успокоява скалпа, осигурявайки видими резултати още след първата употреба. Специалната формула, съставена от почистващи и допълващи се съставки, действа срещу всички фактори отговорни за появата на състояния на тежък пърхот. Съдържа 83% съставки от естествен произход. Дерматологично тестван продукт.</p> <h3>Състав</h3> <p>WATER (AQUA). SODIUM LAURETH SULFATE. UNDECYLENAMIDOPROPYL BETAINE. DECYL GLUCOSIDE. CICLOPIROX OLAMINE. LAURETH-9. LACTAMIDE MEA. COCO-BETAINE. CETEARETH-60 MYRISTYL GLYCOL. CITRIC ACID. FRAGRANCE (PARFUM). GLYCYRRHETINIC ACID. MENTHA PIPERITA (PEPPERMINT) FLOWER/LEAF/STEM EXTRACT (MENTHA PIPERITA FLOWER/LEAF/STEM EXTRACT). PENTYLENE GLYCOL. PIROCTONE OLAMINE. POLYQUATERNIUM-10. TRISODIUM ETHYLENEDIAMINE DISUCCINATE</p> <h3>Начин на употреба</h3> <p>3 пъти седмично в продължение на 2 седмици. Нанесете върху скалпа, разпенете, изчакайте 2-3 минути да подейства и изплакнете обилно с вода.</p> <p>Предупреждение</p> <p>Само за външна употреба. Избягвайте контакт с очите. Съхранявайте на сухо и прохладно място, далеч от пряка слънчева светлина. Да не се изпозлва след изтичане срока на годност.</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770400786</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,32268,3282770400786,,,,,,,,,,40.99,20.96,,,TRUE,,shopify,11,deny,100,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/32268/32268-ducray.png,1,Ducray Kelual DS Intensive Третиращ шампоан против тежък пърхот и сърбеж 100мл,,FALSE,Ducray Kelual DS Intensive Третиращ шампоан против тежъ... | ViaPharma,"Купете Ducray Kelual DS Intensive Третиращ шампоан против тежък пърхот и сърбеж 100мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,32268,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
Ducray kelual ds пенещ се почистващ гел за лице 200ml,ducray-kelual-ds-penes-se-pocistvas-gel-za-lice-200ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• KELUAL DS ПЕНЕЩ СЕ ГЕЛ е почистващ продукт за раздразнена кожа със зачервяване и сквами (малки люспести фрагменти кожа)</p> <p>• С тройно почистващо, защитно и успокояващо действие той ефективно премахва сквамите и успокоява сърбежа*, причинен от раздразнената кожа</p> <p>*Причинява се от сухота на кожата.</p> <p>• ЗАЩИТАВА и почиства кожата, склонна към раздразнение</p> <p>• ОБЛЕКЧАВА сърбежа* и успокоява зачервяването</p> <p>• ОТСТРАНЯВА сквамите от повърхността на кожата</p> <p>*Свързани със сухотата на кожата</p> <h3>Състав</h3> <p>Келуамид, глицерин, пироктон оламин, цинков глюконат.</p> <h3>Начин на употреба</h3> <p>• Нанасяйте веднъж или два пъти дневно върху влажна кожа</p> <p>• Разпенете</p> <p>• Оставете за няколко минути</p> <p>• Изплакнете</p> <p>• Изсушете внимателно</p> <p>• Изплакнете в случай на контакт с очите</p> <h3>Противопоказания</h3> <p>Да се съхранява на сухо и прохладно място, далеч от деца и пряка слънчева светлина.</p> <p>За външна употреба, избягвайте контакт с очите.</p> <p>Съхранявайте при температура под 25 градуса.</p> <p>Да не се използва след изтичане на крайния срок.</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770392401</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за лице, Почистване на кожата и премахване на грим, Гелове",TRUE,Active,5327,3282770392401,,,,,,,,,,31.39,16.05,,,TRUE,,shopify,11,deny,200,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/5327/5327.webp,1,Ducray kelual ds пенещ се почистващ гел за лице 200ml,,FALSE,DUCRAY kelual ds пенещ се почистващ гел за лице 200ml | ViaPharma,"Купете Ducray kelual ds пенещ се почистващ гел за лице 200ml. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Гел,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,5327,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
Ducray Kelual DS Original Третиращ шампоан при тежък пърхот 100мл,ducray-kelual-ds-tretirasht-shampoan-protiv-pyrhot-100ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• KELUAL DS ТРЕТИРАЩ ШАМПОАН успокоява сърбежа и помага за трайно премахване на пърхота</p> <p>• Почистващата му формула е насочена към факторите, отговорни за тежките случаи на пърхот и тяхната повторна поява, свързани със силен сърбеж</p> <p>• Използва се във фазата на обостряне и след това в поддържащата фаза, помага и на скалпа, предразположен към себореен дерматит • KELUAL DS ТРЕТИРАЩ ШАМПОАН съдържа патентована* комбинация от</p> <h3>Състав</h3> <p>, включително ЦИКЛОПИРОКСОЛАМИН и ПИРОКТОН ОЛАМИН, които работят в синергия, за да премахнат бързо и дълготрайно пърхота</p> <p>• Резултатите : -80%¹ по-малко сърбеж, 89%¹ по-малко сквами (люспи, които се откъсват от скалпа) и +74%² подобрение на качеството на живот</p> <p>*Заявен патент</p> <p>¹Проучване за толерантност и ефикасност, проведено с 62 участници след 15 дни употреба.</p> <p>²Клинично проучване с 62 участници. Оценка за подобрение качеството на живот след 29 дни употреба.</p> <p>• УСПОКОЯВА сърбежа, който често съпътства интензивния сух пърхот</p> <p>• ОТСТРАНЯВА ефективно и трайно пърхота, включително и упорития мазен пърхот</p> <p>• Съхранява цвета на боядисаната коса</p> <h3>Начин на употреба</h3> <p>• Активна фаза : 3 нанасяния на шампоана седмично, в продължение на 2 седмици</p> <p>• Поддържаща фаза : Веднъж седмично</p> <p>• Използването на шампоана веднъж седмично като поддържащо третиране помага за предотвратяване повторната поява на пърхот в дългосрочен план</p> <p>• Нанесете и изплакнете</p> <p>• Нанесете отново, оставете за 3 минути и изплакнете</p> <p>• При контакт с очите изплакнете обилно</p> <h3>Противопоказания</h3> <p>Продуктът е само за външна употреба.</p> <p>Да няма пряк контакт с очите. При такъв изплакнете обилно с вода.</p> <p>Съхранявайте на сухо и прохладно място, далеч от пряка слънчева светлина.</p> <p>Съхранявайте далеч от деца.</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770140453</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,5115,3282770140453,,,,,,,,,,35.99,18.40,,,TRUE,,shopify,11,deny,100,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/5115/5115.webp,1,Ducray Kelual DS Original Третиращ шампоан при тежък пърхот 100мл - Снимка 1 от 2,,FALSE,Ducray Kelual DS Original Третиращ шампоан при тежък пъ... | ViaPharma,"Купете Ducray Kelual DS Original Третиращ шампоан при тежък пърхот 100мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,5115,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
Ducray kelual ds успокояващ скваморедуциращ крем 40ml,ducray-kelual-ds-uspokoyavas-skvamoreduciras-krem-40ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• KELUAL DS УСПОКОЯВАЩ СКВАМОРЕДУЦИРАЩ КРЕМ за дълготрайно облекчаване на зачервяването и раздразнението на лицето и действиесрещу повторната им поява</p> <p>• Подходящ за употреба във фаза на обостряне или по време на поддържаща фаза</p> <p>• Приятна, нелепнеща и немазна формула</p> <p>• УСПОКОЯВА зачервяванията и раздразненията</p> <p>• ОТСТРАНЯВА сквамите от кожата</p> <p>• ОГРАНИЧАВА повторната поява* на сквами и раздразнения</p> <p>*Нанасянето на крема два пъти седмично като поддържаща грижа помага да се предотврати повторната поява насквами и раздразнения в дългосрочен план. Доказана ефикасност в продължение на 8 седмици употреба.</p> <h3>Състав</h3> <p>Гликолова киселина, алфа-бизаболол, ?-глициретинова киселина, сабал, келуамид, пироктон оламин, кротамитон, гуанидин гликолат.</p> <h3>Начин на употреба</h3> <p>• Фаза на интензивно третиране : след нежно измиване с адаптиран почистващ продукт, нанасяйте KELUAL DS крема сутрин и вечер, в продължение на 2 седмици</p> <p>• Поддържаща фаза : нанасяйте KELUAL DS крема два пъти седмично</p> <p>• Избягвайте пряк контакт с очите</p> <p>• Избягвайте излагането на слънце, докато използвате продукта, и винаги използвайте слънцезащитни продукти</p> <p>• В случай на пощипване направете два пъти по-дълъг интервал между отделните нанасяния, напр. Вместо 2 пъти дневно, нанасяйте веднъж дневно, докато изчезне пощипването</p> <h3>Противопоказания</h3> <p>Ограничете излагането на слънце, докато използвате продукта и винаги нанасяйте фотозащитен продукт.</p> <p>В случай на усещане за пощипване, се препоръчва да разредите нанасянията, например 1 път, вместо 2.</p> <p>Да се съхранява на сухо и прохладно място, далеч от д?????????????????????????????????????</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770392371</p>",DUCRAY,,Лечение и здраве,"Лечение и здраве, Кожни болести, Кожни раздразнения, обриви и сърбеж, Кожни раздразнения",TRUE,Active,5318,3282770392371,,,,,,,,,,32.68,16.71,,,TRUE,,shopify,11,deny,40,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/5318/5318-ducray.jpg,1,Ducray kelual ds успокояващ скваморедуциращ крем 40ml - Снимка 1 от 2,,FALSE,DUCRAY kelual ds успокояващ скваморедуциращ крем 40ml | ViaPharma,Купете Ducray kelual ds успокояващ скваморедуциращ крем 40ml. Поръчайте в Лечение и здраве на ViaPharma.,,Крем,Възрастни,Health & Beauty > Health Care > Pharmacy,Unisex,adult,5318,,,new,FALSE,DUCRAY,Лечение и здраве,,,
Ducray kelual кераторедуцираща емулсия 50ml,ducray-kelual-keratoreducirasa-emulsiya-50ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• KELUAL КЕРАТОРЕДУЦИРАЩА ЕМУЛСИЯ премахва млечните корички по скалпа на бебетата</p> <p>• Неговата нежна и хидратираща* формула успокоява лицето и скалпа</p> <p>• Без аромат и алкохол</p> <p>*Хидратация на горните слоеве на епидермиса.</p> <p>• НЕЖНО ОТСТРАНЯВА млечни корички от скалпа на бебета</p> <p>• ПОДХОДЯЩА емулсия за бебета на възраст от 1 месец благодарение на нежното си действие</p> <p>• НЕЛЕПНЕЩА : текстурата ? е лека и немазна</p> <h3>Състав</h3> <p>Келуамид, глицерин.</p> <h3>Начин на употреба</h3> <p>• Нанасяйте веднъж дневно, в продължение на 2 седмици върху сквамите и млечните корички, като масажирате нежно</p> <p>• Оставете продукта да подейства за 15 минути, след което изплакнете с нежен почистващ продукт</p> <p>• При контакт с очите изплакнете обилно</p> <h3>Противопоказания</h3> <p>Да се съхранява на сухо и прохладно място, далеч от деца и пряка слънчева светлина.</p> <p>За външна употреба, избягвайте контакт с очите.</p> <p>Съхранявайте при температура под 25 градуса.</p> <p>Да не се използва след изтичане на крайния срок.</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770202274</p>",DUCRAY,,Майка и дете,"Майка и дете, Бебешка, детска козметика и орална хигиена, Козметика за бебета и деца, Хидратация и масаж",TRUE,Active,5525,3282770202274,,,,,,,,,,29.98,15.33,,,TRUE,,shopify,11,deny,50,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/5525/5525.webp,1,Ducray kelual кераторедуцираща емулсия 50ml,,FALSE,DUCRAY kelual кераторедуцираща емулсия 50ml - Майка и дете | ViaPharma,Купете Ducray kelual кераторедуцираща емулсия 50ml. Поръчайте в Майка и дете на ViaPharma.,,,Бебета,Baby & Toddler,Unisex,kids,5525,,,new,FALSE,DUCRAY,Майка и дете,,,
"DUCRAY KELUAL SQUANORM FRESH CONTROL ЛОСИОН ПРИ СЪРБЕЖ, ДЪЛЖАЩ СЕ НА ПЪРХОТ 200мл",ducray-kelual-squanorm-fresh-control-losion-pri-syrbezh-dylzhasht-se-na-pyrhot-200ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• 1ят KELUAL SQUANORM Fresh Control Лосион, идеално разработен за мигновено успокояване на сърбежа, дължащ се на сух или мазен пърхот.</p> <p>• Още от 1та употреба, пърхотът е видимо премахнат.*</p> <p>• Ефективността срещу сърбеж и пърхот се запазва в продължение на 2 седмици**</p> <p>• Осигурява усещане за свежест и пречиства скалпа, като същевременно прави косата по-еластична и лесна за оформяне.</p> <p>• Допълваща грижа към KELUAL SQUANORM третиращи шампоани.</p> <p>• Попива бързо, не е мазен и не лепне.</p> <h3>Състав</h3> <p>WATER (AQUA). ALCOHOL DENAT.. LACTAMIDE MEA. ZINC SULFATE. SODIUM HYDROXIDE</p> <h3>Начин на употреба</h3> <p>Ежедневно</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770397499</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Терапии за коса",TRUE,Active,26659,3282770397499,,,,,,,,,,32.68,16.71,,,TRUE,,shopify,11,deny,200,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/26659/26659-ducray.png,1,"DUCRAY KELUAL SQUANORM FRESH CONTROL ЛОСИОН ПРИ СЪРБЕЖ, ДЪЛЖАЩ СЕ НА ПЪРХОТ 200мл",,FALSE,"DUCRAY KELUAL SQUANORM FRESH CONTROL ЛОСИОН ПРИ СЪРБЕЖ,... | ViaPharma","Купете DUCRAY KELUAL SQUANORM FRESH CONTROL ЛОСИОН ПРИ СЪРБЕЖ, ДЪЛЖАЩ СЕ НА ПЪРХОТ 200мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Лосион,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,26659,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
Ducray Kelual Squanorm Хидратиращ третиращ шампоан против мазен пърхот 200мл,ducray-kelual-squanorm-hidratirasht-tretirasht-shampoan-protiv-mazen-pyrhot-200ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• Първо поколение шампоани, вдъхновени от дълготрайната ефективност на пробиотиците, за ефикасно третиране на мазен пърхот, благодарение на PROBIOTIC-SCIENCE технология.</p> <p>• Премахва до 100% видимия пърхот още с 1то измиване*</p> <p>• Антирецидивно действие против пърхот в продължение на 2 месеца**</p> <p>• Резултат: скалп с възвърнат баланс, усещане за свежест и лекота от 1 употреба*</p> <h3>Състав</h3> <p>WATER (AQUA). GLYCERIN. DECYL GLUCOSIDE. DISODIUM COCOYL GLUTAMATE. SUCCINIC ACID. 1,2-HEXANEDIOL. BISABOLOL. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL LAURATE. HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. PIROCTONE OLAMINE. SODIUM HYDROXIDE. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. XANTHAN GUM</p> <h3>Начин на употреба</h3> <p>3 пъти седмично в продължение на 2 седмици</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770396423</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,26662,3282770396423,,,,,,,,,,32.68,16.71,,,TRUE,,shopify,11,deny,200,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/26662/26662-ducray.png,1,Ducray Kelual Squanorm Хидратиращ третиращ шампоан против мазен пърхот 200мл,,FALSE,Ducray Kelual Squanorm Хидратиращ третиращ шампоан прот... | ViaPharma,"Купете Ducray Kelual Squanorm Хидратиращ третиращ шампоан против мазен пърхот 200мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,26662,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ МАЗЕН ПЪРХОТ 400мл,ducray-kelual-squanorm-hidratirasht-tretirasht-shampoan-protiv-mazen-pyrhot-400ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• Първо поколение шампоани, вдъхновени от дълготрайната ефективност на пробиотиците, за ефикасно третиране на мазен пърхот, благодарение на PROBIOTIC-SCIENCE технология.</p> <p>• Премахва до 100% видимия пърхот още с 1то измиване*</p> <p>• Антирецидивно действие против пърхот в продължение на 2 месеца**</p> <p>• Резултат: скалп с възвърнат баланс, усещане за свежест и лекота от 1 употреба*</p> <h3>Състав</h3> <p>WATER (AQUA). GLYCERIN. DECYL GLUCOSIDE. DISODIUM COCOYL GLUTAMATE. SUCCINIC ACID. 1,2-HEXANEDIOL. BISABOLOL. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL LAURATE. HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. PIROCTONE OLAMINE. SODIUM HYDROXIDE. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. XANTHAN GUM</p> <h3>Начин на употреба</h3> <p>3 пъти седмично в продължение на 2 седмици</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770396430</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,26660,3282770396430,,,,,,,,,,41.80,21.37,,,TRUE,,shopify,11,deny,400,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/26660/26660-ducray.png,1,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ МАЗЕН ПЪРХОТ 400мл,,FALSE,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТ... | ViaPharma,"Купете DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ МАЗЕН ПЪРХОТ 400мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,26660,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 200мл,ducray-kelual-squanorm-hidratirasht-tretirasht-shampoan-protiv-suh-pyrhot-200ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• 1во поколение шампоани, вдъхновени от дълготрайната ефективност на пробиотиците за ефикасно третиране на сух пърхот, благодарение на PROBIOTIC-SCIENCE технология.</p> <p>• Премахва 100% от видимия пърхот, още от 1та употреба*</p> <p>• Антирецидивно действие в продължение на 2 месеца**</p> <p>• Резултат: скалп с възвърнати баланс, хидратация и усещане за комфорт след 1 употреба*</p> <h3>Състав</h3> <p>WATER (AQUA). GLYCERIN. DECYL GLUCOSIDE. DISODIUM COCOYL GLUTAMATE. SUCCINIC ACID. 1,2-HEXANEDIOL. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. PIROCTONE OLAMINE. SODIUM HYDROXIDE. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. XANTHAN GUM</p> <h3>Начин на употреба</h3> <p>3 пъти седмично в продължение на 2 седмици</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770396508</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,26661,3282770396508,,,,,,,,,,32.68,16.71,,,TRUE,,shopify,11,deny,200,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/26661/26661-ducray.png,1,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 200мл,,FALSE,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТ... | ViaPharma,"Купете DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 200мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,26661,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 400мл,ducray-kelual-squanorm-hidratirasht-tretirasht-shampoan-protiv-suh-pyrhot-400ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• 1во поколение шампоани, вдъхновени от дълготрайната ефективност на пробиотиците за ефикасно третиране на сух пърхот, благодарение на PROBIOTIC-SCIENCE технология.</p> <p>• Премахва 100% от видимия пърхот, още от 1та употреба*</p> <p>• Антирецидивно действие в продължение на 2 месеца**</p> <p>• Резултат: скалп с възвърнати баланс, хидратация и усещане за комфорт след 1 употреба*</p> <h3>Състав</h3> <p>WATER (AQUA). GLYCERIN. DECYL GLUCOSIDE. DISODIUM COCOYL GLUTAMATE. SUCCINIC ACID. 1,2-HEXANEDIOL. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. PIROCTONE OLAMINE. SODIUM HYDROXIDE. TRISODIUM ETHYLENEDIAMINE DISUCCINATE. XANTHAN GUM</p> <h3>Начин на употреба</h3> <p>3 пъти седмично в продължение на 2 седмици</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770396515</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за коса, Шампоани за коса",TRUE,Active,26658,3282770396515,,,,,,,,,,41.80,21.37,,,TRUE,,shopify,11,deny,400,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/26658/26658-ducray.png,1,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 400мл,,FALSE,DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТ... | ViaPharma,"Купете DUCRAY KELUAL SQUANORM ХИДРАТИРАЩ ТРЕТИРАЩ ШАМПОАН ПРОТИВ СУХ ПЪРХОТ 400мл. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Шампоан,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,26658,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
Ducray kertyol p.s.o. хидратиращ ежедневен балсам 400ml,ducray-kertyol-p-s-o-hidratiras-ezedneven-balsam-400ml,"<p><strong>Марка:</strong> DUCRAY</p> <h3>Описание</h3> <p>• Хидратиращият ежедневен балсам KERTYOL PSO предлага цялостна грижа за кожа, склонна към псориазис</p> <p>• Хидратиращ ежедневен балсам, който успокоява сърбежа*** и помага да се ограничи появата на нови плаки</p> <p>• Формулата му съдържа СЕЛАСТРОЛ - иновативна успокояваща активна съставка, която е директно насочена към кератиноцитите (клетки в повърхностния слой на кожата), за да ограничи появата на плаки и по този начин да подобри външния вид на кожата</p> <p>• Успокояващата активна съставка ПОЛИДОКАНОЛ успокоява сърбежа*** и намалява разчесването, което обичайно е причина за нови обостряния</p> <p>***Сърбеж, причинен от кожна сухота.</p> <h3>Състав</h3> <p>Celastrol, Vederine, Глицерин, Полидоканол.</p> <h3>Начин на употреба</h3> <p>• Нанасяйте веднъж дневно върху цялото тяло</p> <p>• Може да се използва в комбинация с медикаментозни терапии или като последващо третиране</p> <p>• Избягвайте контакт с очите</p> <p>• Специално разработен, за да осигури грижа на кожата на цялото тяло, не само за зоните с плаки</p> <p>• Последните публикации показват, че само ако ежедневно полагате грижи за цялата кожа, можете да ограничите повторната поява на плаки</p> <h3>Противопоказания</h3> <p>Да се съхранява на сухо и прохладно място, далеч от деца и пряка слънчева светлина.</p> <p>За външна употреба, избягвайте контакт с очите.</p> <p>Съхранявайте при температура под 25 градуса.</p> <p>Да не се използва след изтичане на крайния срок.</p> <h3>Допълнителна информация</h3> <p>Производител : PIERRE FABRE</p> <p>Баркод : 3282770148459</p>",DUCRAY,,"Козметика, красота и лична хигиена","Козметика, красота и лична хигиена, Грижа за тяло, Кремове, лосиони и други продукти за тяло, Лосиони и балсами за тяло",TRUE,Active,5528,3282770148459,,,,,,,,,,55.68,28.47,,,TRUE,,shopify,11,deny,400,g,TRUE,manual,https://benu.bg/media/cache/product_view_default/images/products/5528/5528.webp,1,Ducray kertyol p.s.o. хидратиращ ежедневен балсам 400ml,,FALSE,DUCRAY kertyol p.s.o. хидратиращ ежедневен балсам 400ml | ViaPharma,"Купете Ducray kertyol p.s.o. хидратиращ ежедневен балсам 400ml. Поръчайте в Козметика, красота и лична хигиена на ViaPharma.",,Балсам,Възрастни,Health & Beauty > Personal Care > Cosmetics,Unisex,adult,5528,,,new,FALSE,DUCRAY,"Козметика, красота и лична хигиена",,,
